Fecha,FT-06017,TT-06017,TIT-06022,PT-06020A,PT-06021,PY-06020A,PDIT-06022A,EZY-06014,EZY-06004,Estado
11/21/2021 18:00,8600.532227,113.0826492,109.1953659,1174.90686,104.2608032,41.28095245,3.869491577,100,100,ON
11/21/2021 19:00,7472.469727,113.3343887,109.2056656,1175.383301,48.96944427,39.70770645,3.310531616,100,100,ON
11/21/2021 20:00,8575.467773,113.2637329,109.2294464,1175.598633,67.78201294,41.25440979,3.885037422,100,100,ON
11/21/2021 21:00,8552.005859,113.2460632,109.1882477,1174.450684,72.91699219,41.25440979,3.845464706,100,100,ON
11/21/2021 22:00,8670.884766,113.2593155,109.2783356,1175.312378,75.70433044,41.25440979,3.767026901,100,100,ON
11/21/2021 23:00,8563.655273,113.2372284,109.2018433,1174.803345,74.82495117,41.25440979,3.79953289,100,100,ON
11/22/2021 0:00,8604.52832,113.2460632,109.1310959,1174.938232,71.40162659,41.25440979,3.740880966,100,100,ON
11/22/2021 1:00,8578.526367,113.232811,109.1295547,1175.088013,70.19247437,41.25440979,3.77197361,100,100,ON
11/22/2021 2:00,8483.249023,113.2283936,109.1535339,1175.212402,65.0260849,41.25440979,3.781160355,100,100,ON
11/22/2021 3:00,8608.313477,113.2107239,109.0750351,1174.682617,63.49501038,41.25440979,3.754307747,100,100,ON
11/22/2021 4:00,8591.69043,113.2063141,109.0613556,1174.820923,59.74977112,41.25440979,3.720388412,100,100,ON
11/22/2021 5:00,8694.40918,113.2063141,109.0598755,1175.19812,60.40145874,41.25440979,3.704841614,100,100,ON
11/22/2021 6:00,8583.513672,113.2195663,109.0713272,1174.454712,57.39427185,41.25440979,3.762786865,100,100,ON
11/22/2021 7:00,8626.991211,113.2151489,109.0764923,1175.101196,57.53560638,41.25440979,3.805186272,100,100,ON
11/22/2021 8:00,8544.041016,113.3697281,109.1095352,1190.005859,70.89126587,41.12517929,3.805186272,100,100,ON
11/22/2021 9:00,8606.305664,113.2195663,109.1868744,1189.949829,93.99084473,41.12517929,3.930262566,100,100,ON
11/22/2021 10:00,8661.832031,113.232811,109.1549606,1190.178711,95.05081177,41.12517929,3.97478199,100,100,ON
11/22/2021 11:00,8595.696289,113.2858124,109.3182144,1189.8573,95.6867981,41.12517929,3.932382584,100,100,ON
11/22/2021 12:00,8623.895508,113.3167267,109.3436508,1190.466064,94.63467407,41.12517929,3.995274544,100,100,ON
11/22/2021 13:00,8674.859375,113.365303,109.3501587,1190.07019,92.67176056,41.12517929,3.997394562,100,100,ON
11/22/2021 14:00,8535.557617,113.4580536,109.3637848,1190.019043,80.48599243,41.12517929,3.894224167,100,100,ON
11/22/2021 15:00,8555.558594,113.462471,109.4309082,1189.761597,83.3989563,41.12517929,3.85959816,100,100,ON
11/22/2021 16:00,8606.896484,113.4713058,109.3876801,1189.563965,87.19915771,41.12517929,3.845464706,100,100,ON
